% energy,cross section
8.67925,353.31732
8.6856,384.54562
8.69513,434.31048
8.71958,568.77259
8.72879,616.7039
8.73514,647.04694
8.74149,674.31527
8.74784,697.8047
8.75394,716.21723
8.76016,730.35036
8.76626,739.28262
8.77225,743.12656
8.77416,743.30977
8.77988,740.86407
8.7856,734.0237
8.79187,721.74775
8.79841,704.04779
8.80495,681.95383
8.81336,648.23879
8.82363,601.16407
8.85042,468.30151
8.85913,427.04285
8.86785,388.42837
8.87502,359.05236
8.88062,337.64453
8.88623,317.65429
8.89183,299.073
8.89744,281.86634
8.90304,265.98041
8.90865,251.34723
8.91425,237.88956
8.92017,224.86837
8.9264,212.36861
8.93263,200.99421
8.93885,190.63534
8.94508,181.18875
8.95131,172.55905
8.95754,164.65938
8.96688,154.00978
8.97435,146.39198
8.98183,139.46723
8.99179,131.16711
9.00176,123.78183
9.01172,117.17707
9.02169,111.24569
9.03165,105.90271
9.04162,101.08135
9.0522,96.47254
9.06341,92.11983
9.07463,88.27303
9.08584,84.91166
9.09705,82.03196
9.10826,79.64771
9.11947,77.79172
9.13068,76.51714
9.13955,75.9683
9.14609,75.85208
9.1559,76.18342
9.16244,76.7708
9.17092,78.00471
9.1794,79.80244
9.18788,82.18237
9.19636,85.13943
9.20402,88.27647
9.21168,91.8004
9.22699,99.64598
9.24486,108.93084
9.25508,113.52334
9.26274,116.30478
9.27039,118.34093
9.27683,119.38123
9.28311,119.75129
9.29018,119.37049
